"specialty","visiting_city","visiting_site","visiting_lat","visiting_lon","frequency","origin_site","origin_city","origin_lat","origin_lon","consultant_name"
"Urology","Orange City","Orange City Health System","43.00136","-96.05678","2/MO","Siouxland Urological Assoc","Dakota Dunes, SD","42.50394","-96.49581","David Henry Daniels, MD"
"Vascular Neurology","Orange City","Orange City Health System","43.00136","-96.05678","1/MO","Sanford Clinic Vascular Associates","Sioux Falls, SD","43.54731","-96.7313","Patrick Wayne Kelly, MD"
"Cardiovascular Disease","Osage","Mitchell County Regional Health Center","43.28414","-92.81116","1/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Byron T Beasley, MD"
"Cardiovascular Disease","Osage","Mitchell County Regional Health Center","43.28414","-92.81116","1/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Sepideh Sahar Darbandi, DO"
"Dermatology","Osage","Mitchell County Regional Health Center","43.28414","-92.81116","1/MO","MercyOne Clinics Dermatology - Mason City","Mason City","43.15362","-93.20104","Yen Chen Liu, MD"
"Ophthalmology","Osage","Mitchell County Regional Health Center","43.28414","-92.81116","2/MO","North Iowa Eye Clinic","Mason City","43.15362","-93.20104","Brandt Michael Riley, DO"
"Orthopaedic Surgery","Osage","Mitchell County Regional Health Center","43.28414","-92.81116","1/WK","Mason City Clinic PC","Mason City","43.15362","-93.20104","Richard Elmer Rattay, MD"
"Otolaryngology","Osage","Mitchell County Regional Health Center","43.28414","-92.81116","1/WK","Mason City Clinic PC","Mason City","43.15362","-93.20104","Henry Richard Diggelmann, MD"
"Pain Medicine Neurology","Osage","Mitchell County Regional Health Center","43.28414","-92.81116","2/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Ronald Francis Kloc, DO"
"Urology","Osage","Mitchell County Regional Health Center","43.28414","-92.81116","1/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Christopher Edelen Adams, MD"
"Urology","Osage","Mitchell County Regional Health Center","43.28414","-92.81116","1/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Elizabeth B Takacs, MD"
"Allergy & Immunology","Osceola","Clarke County Hospital","41.03494","-93.7657","1/MO","Allergy Institute PC","West Des Moines","41.5755","-93.71303","Fadi Hassan Alkhatib, DO"
"Cardiovascular Disease","Osceola","Clarke County Hospital","41.03494","-93.7657","1/MO","UnityPoint Clinic Cardiology - Methodist Plaza","Des Moines","41.58882","-93.62031","Craig A Stark, MD"
"Gastroenterology","Osceola","Clarke County Hospital","41.03494","-93.7657","1/MO","Iowa Digestive Disease Center - Clive","Clive","41.60709","-93.77495","Nagendra V Myneni, MD"
"Gastroenterology","Osceola","Clarke County Hospital","41.03494","-93.7657","1/MO","Iowa Digestive Disease Center - Clive","Clive","41.60709","-93.77495","Archana Verma, MD"
"General Surgery","Osceola","Clarke County Hospital","41.03494","-93.7657","1/WK","VA Medical Center - Des Moines","Des Moines","41.58882","-93.62031","Dapka Nicholas Baccam, MD"
"General Surgery","Osceola","Clarke County Hospital","41.03494","-93.7657","2/MO","Iowa Specialty Surgeons","West Des Moines","41.5755","-93.71303","Paul A Conte, MD"
"Medical Oncology","Osceola","Clarke County Hospital","41.03494","-93.7657","2/MO","Mission Cancer + Blood - John Stoddard","Des Moines","41.58882","-93.62031","Amy Elizabeth Hughes, DO"
"Nephrology","Osceola","Clarke County Hospital","41.03494","-93.7657","1/MO","Iowa Kidney Physicians - Med Plaza Office","Des Moines","41.58882","-93.62031","Kanwaljit Kaur Chouhan, MD"
"Ophthalmology","Osceola","Clarke County Hospital","41.03494","-93.7657","1/MO","Wolfe Eye Clinic - Des Moines","West Des Moines","41.5755","-93.71303","Matthew Paul Rauen, MD"
"Orthopaedic Surgery","Osceola","Clarke County Hospital","41.03494","-93.7657","1/WK","Iowa Specialty Hospital/Clinics - Belmond","Belmond","42.84875","-93.6024","Gautam Kakade, MD"
"Otolaryngology","Osceola","Clarke County Hospital","41.03494","-93.7657","2/MO","Cass Health Surgery Center","Atlantic","41.40401","-95.01443","Richard J Rinehart, MD"
"Psychiatry","Osceola","Clarke County Hospital","41.03494","-93.7657","1/WK","Dallas County Fam Med - Perry","Perry","41.83851","-94.09974","Neeraja Kakade, MD"
"Sleep Medicine IM","Osceola","Clarke County Hospital","41.03494","-93.7657","2/WK","Iowa Sleep Disorders Center PC","West Des Moines","41.5755","-93.71303","Steven K Zorn, MD"
"Urology","Osceola","Clarke County Hospital","41.03494","-93.7657","1/MO","Greater Regional Medical Arts Plaza - 1st Floor","Creston","41.05925","-94.36965","Jonathan M Fialkov, MD"
"Vascular Surgery","Osceola","Clarke County Hospital","41.03494","-93.7657","1/MO","Iowa Clinic Cardiovascular - West Des Moines","West Des Moines","41.5755","-93.71303","Eric Christopher Scott, MD"
"Medical Oncology","Oskaloosa","Mahaska Hospital","41.29624","-92.64502","1/WK","Mission Cancer + Blood - MercyOne Des Moines","Des Moines","41.58882","-93.62031","Bradley K Hiatt, DO"
"Nephrology","Oskaloosa","Mahaska Hospital","41.29624","-92.64502","1/MO","Iowa Kidney Physicians - Med Plaza Office","Des Moines","41.58882","-93.62031","Ivy Reyes Melgarejo, MD"
"Ophthalmology","Oskaloosa","Mahaska Hospital","41.29624","-92.64502","1/MO","Wolfe Eye Clinic - Pleasant Hill","Pleasant Hill","41.59003","-93.52021","Reid Philip Turner, MD"
"Ophthalmology","Oskaloosa","Mahaska Hospital","41.29624","-92.64502","1/MO","Wolfe Eye Clinic - Des Moines","West Des Moines","41.5755","-93.71303","Ryan David Vincent, MD"
"Orthopaedic Surgery","Oskaloosa","Mahaska Hospital","41.29624","-92.64502","1/MO","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Steven Anthony Aviles, MD"
"Otolaryngology","Oskaloosa","Mahaska Hospital","41.29624","-92.64502","1/MO","UnityPoint Clinic ENT - Grinnell","Grinnell","41.74327","-92.72736","Joseph Keith Whitman, DO"
"Sleep Medicine IM","Oskaloosa","Mahaska Hospital","41.29624","-92.64502","2/MO","Broadlawns Pulmonary / Sleep Med","Des Moines","41.58882","-93.62031","Michael M McCubbin, MD"
"Urology","Oskaloosa","Mahaska Hospital","41.29624","-92.64502","2/MO","UIHC - Dept of Urology","Iowa City","41.66124","-91.53013","Aaron Christopher Smith, DO"
"Vascular Surgery","Oskaloosa","Mahaska Hospital","41.29624","-92.64502","1/MO","Iowa Clinic Cardiovascular - West Des Moines","West Des Moines","41.5755","-93.71303","Eric Christopher Scott, MD"
"Pain Medicine Anes","Ottumwa","Ottumwa Regional Health Center","41.02325","-92.41326","1/WK","Iowa Illinois Pain Consultants","Davenport","41.52353","-90.57704","Timothy J Miller, MD"
"Psychiatry","Ottumwa","Southern Iowa Mental Health Center","41.02325","-92.41326","PRN","Southern Iowa Mental Health Center","Ottumwa","41.02325","-92.41326","Hilda Maria Mascaro, MD"
"Psychiatry","Ottumwa","Southern Iowa Mental Health Center","41.02325","-92.41326","PRN","Southern Iowa Mental Health Center","Ottumwa","41.02325","-92.41326","Jimmy R Mascaro, DO"
"Allergy & Immunology","Pella","Pella Regional Health Center","41.40811","-92.91644","2/MO","Allergy Asthma & Sinus Center PC","West Des Moines","41.5755","-93.71303","Ravinder K Agarwal, MD"
"Cardiovascular Disease","Pella","Pella Regional Health Center","41.40811","-92.91644","2/MO","Iowa Heart Center - Mercy Medical Center","Des Moines","41.58882","-93.62031","Joel A From, MD"
"Cardiovascular Disease","Pella","Pella Regional Health Center","41.40811","-92.91644","1/MO","Iowa Heart Center - Mercy Medical Center","Des Moines","41.58882","-93.62031","Daniel Mohsen Shivapour, MD"
"Cardiovascular Disease","Pella","Pella Regional Health Center","41.40811","-92.91644","2/MO","Iowa Heart Center - Mercy Medical Center","Des Moines","41.58882","-93.62031","Gardar Sigurdsson, MD"
"Hand Surgery","Pella","Pella Regional Health Center","41.40811","-92.91644","2/MO","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Michael A Gainer, MD"
"Hematology-Oncology","Pella","Pella Regional Health Center","41.40811","-92.91644","1/WK","Mission Cancer + Blood - John Stoddard","Des Moines","41.58882","-93.62031","Kartik Anand, MD"
"Hematology-Oncology","Pella","Pella Regional Health Center","41.40811","-92.91644","1/WK","Mission Cancer + Blood - MercyOne Des Moines","Des Moines","41.58882","-93.62031","Brian Paul Freeman, MD"
"Medical Oncology","Pella","Pella Regional Health Center","41.40811","-92.91644","1/WK","Mission Cancer + Blood - John Stoddard","Des Moines","41.58882","-93.62031","Emily Kathryn Brugioni, DO"
"Neonatal - Perinatal Medicine","Pella","Pella Regional Health Center","41.40811","-92.91644","1/WK","MercyOne Perinatal Center/Midwives","Des Moines","41.58882","-93.62031","Neil T Mandsager, MD"
"Nephrology","Pella","Pella Regional Health Center","41.40811","-92.91644","1/MO","Iowa Kidney Physicians - Med Plaza Office","Des Moines","41.58882","-93.62031","Mark M Belz, MD"
"Nephrology","Pella","Pella Regional Health Center","41.40811","-92.91644","1/MO","Iowa Kidney Physicians - Med Plaza Office","Des Moines","41.58882","-93.62031","Johann P Schmolck, MD"
"Ophthalmology","Pella","Pella Regional Health Center","41.40811","-92.91644","2/MO","Wolfe Eye Clinic - Des Moines","West Des Moines","41.5755","-93.71303","Ryan David Vincent, MD"
"Orthopaedic Surgery","Pella","Pella Regional Health Center","41.40811","-92.91644","1/WK","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Steven Anthony Aviles, MD"
"Orthopaedic Surgery","Pella","Pella Regional Health Center","41.40811","-92.91644","1/MO","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Benjamin Robert Beecher, MD"
"Orthopaedic Surgery","Pella","Pella Regional Health Center","41.40811","-92.91644","2/MO","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Joseph F Galles, MD"
"Orthopaedic Surgery","Pella","Pella Regional Health Center","41.40811","-92.91644","1/WK","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Ze-Hui Han, MD"
"Orthopaedic Surgery","Pella","Pella Regional Health Center","41.40811","-92.91644","2/MO","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Mark R Matthes, MD"
"Orthopaedic Surgery","Pella","Pella Regional Health Center","41.40811","-92.91644","2/MO","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Christopher Branden Vincent, MD"
"Otolaryngology","Pella","Pella Regional Health Center","41.40811","-92.91644","2/WK","Iowa ENT Center - West Des Moines","West Des Moines","41.5755","-93.71303","Arun Kumar Gupta, DO"
"Otolaryngology","Pella","Pella Regional Health Center","41.40811","-92.91644","2/WK","UnityPoint Clinic ENT - Grinnell","Grinnell","41.74327","-92.72736","Joseph Keith Whitman, DO"
"Pain Medicine Neurology","Pella","Pella Regional Health Center","41.40811","-92.91644","1/WK","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Thomas Gerard Klein, DO"
"Pain Medicine Neurology","Pella","Pella Regional Health Center","41.40811","-92.91644","2/MO","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","John Wesley Rayburn, MD"
"Plastic Surgery","Pella","Pella Regional Health Center","41.40811","-92.91644","1/WK","Iowa Clinic - Plastic Surgery","West Des Moines","41.5755","-93.71303","Timothy M Schurman, MD"
"Sleep Medicine IM","Pella","Pella Regional Health Center","41.40811","-92.91644","1/MO","Broadlawns Pulmonary / Sleep Med","Des Moines","41.58882","-93.62031","Jason B Wittmer, MD"
"Urology","Pella","Pella Regional Health Center","41.40811","-92.91644","2/MO","Urology Center of Iowa","Clive","41.60709","-93.77495","Ryan Austin Dornbier, MD"
"Urology","Pella","Pella Regional Health Center","41.40811","-92.91644","1/MO","Urology Center of Iowa","Clive","41.60709","-93.77495","Richard L Glowacki, MD"
"Urology","Pella","Pella Regional Health Center","41.40811","-92.91644","2/MO","Urology Center of Iowa","Clive","41.60709","-93.77495","Stephanie Lynn Pothoven, DO"
"Urology","Pella","Pella Regional Health Center","41.40811","-92.91644","2/MO","Urology Center of Iowa","Clive","41.60709","-93.77495","Trevor Timothy Wild, MD"
"Vascular Surgery","Pella","Pella Regional Health Center","41.40811","-92.91644","1/MO","Iowa Clinic Cardiovascular - West Des Moines","West Des Moines","41.5755","-93.71303","Nicholas Mark Southard, DO"
"Cardiovascular Disease","Perry","Dallas County Hospital","41.83851","-94.09974","1/MO","Iowa Heart Center - West Des Moines","West Des Moines","41.5755","-93.71303","Mark D McGaughey, MD"
"General Surgery","Perry","Dallas County Hospital","41.83851","-94.09974","1/WK","Madison County Mem Hospital","Winterset","41.33449","-94.01338","Paul Allen Grossmann, MD"
"Nephrology","Perry","Dallas County Hospital","41.83851","-94.09974","1/MO","Iowa Kidney Physicians - Med Plaza Office","Des Moines","41.58882","-93.62031","Kanwaljit Kaur Chouhan, MD"
"Nephrology","Perry","Dallas County Hospital","41.83851","-94.09974","1/MO","Associates in Kidney Care PLC","Des Moines","41.58882","-93.62031","Robert Nelson Smith, DO"
"Ophthalmology","Perry","Dallas County Hospital","41.83851","-94.09974","PRN","Des Moines Eye Surgeons","West Des Moines","41.5755","-93.71303","Andrew Clyde Gavle Steffensmeier, MD"
"Orthopaedic Surgery","Perry","Dallas County Hospital","41.83851","-94.09974","2/MO","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Benjamin Stanley Paulson, MD"
"Orthopaedic Surgery","Perry","Dallas County Hospital","41.83851","-94.09974","2/MO","Iowa Orthopaedic Center - Des Moines","Des Moines","41.58882","-93.62031","Timothy Ryan Vinyard, MD"
"Otolaryngology","Perry","Dallas County Hospital","41.83851","-94.09974","2/MO","Iowa Clinic ENT/Allergy","West Des Moines","41.5755","-93.71303","Joseph Tyler Bertroche, MD"
"Pain Medicine Neurology","Perry","Dallas County Hospital","41.83851","-94.09974","2/MO","Medical Center Anesthesiologists","Des Moines","41.58882","-93.62031","Jolene Marie Smith, DO"
"Plastic Surgery","Perry","Dallas County Hospital","41.83851","-94.09974","2/MO","SOMA Med Spa & Wellness Clinic","Algona","43.06987","-94.23302","Harry M Condoleon, DO"
"Psychiatry","Perry","Dallas County Hospital","41.83851","-94.09974","2/MO","Dallas County Fam Med - Perry","Perry","41.83851","-94.09974","Neeraja Kakade, MD"
"Urology","Perry","Dallas County Hospital","41.83851","-94.09974","2/MO","Greater Regional Medical Arts Plaza - 1st Floor","Creston","41.05925","-94.36965","Jonathan M Fialkov, MD"
"Cardiovascular Disease","Pocahontas","Pocahontas Community Hospital","42.73541","-94.66892","2/MO","Iowa Heart Center - Fort Dodge","Fort Dodge","42.50117","-94.16939","Pallavi Satuluri, MD"
"Orthopaedic Surgery","Pocahontas","Pocahontas Community Hospital","42.73541","-94.66892","PRN","Iowa Spine Care","Spencer","43.14137","-95.1447","Daniel J McGuire, MD"
"Orthopaedic Surgery","Pocahontas","Pocahontas Community Hospital","42.73541","-94.66892","1/WK","NW IA Bone, Joint & Sports - Spencer","Spencer","43.14137","-95.1447","Andrew Glen Pick, DO"
"Otolaryngology","Pocahontas","Pocahontas Community Hospital","42.73541","-94.66892","1/MO","Wellendorf ENT","Carroll","42.06565","-94.86722","Tracey G Wellendorf, MD"
"Urology","Pocahontas","Pocahontas Community Hospital","42.73541","-94.66892","2/MO","Northwest Iowa Urologists","Spencer","43.14137","-95.1447","David A Christ, MD"
"Pain Medicine Anes","Primghar","MercyOne Medical Clinic - Primghar","43.08728","-95.62691","1/MO","Dunes Pain Management","Dakota Dunes, SD","42.50394","-96.49581","Jeremy Bryan Poulsen, DO"
"Cardiovascular Disease","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","2/WK","The Heart Institute","Omaha, NE","41.25865","-95.93719","Mark D Chouinard, MD"
"Cardiovascular Disease","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","2/WK","The Heart Institute","Omaha, NE","41.25865","-95.93719","Michael Howard Peters, MD"
"Endocrinology Diabetes Metaboli","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","2/MO","University of Nebraska Med Ctr","Omaha, NE","41.25865","-95.93719","Sydney Lynn Blount, MD"
"Endocrinology Diabetes Metaboli","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","2/MO","Diabetes Center - Specialty Pavillion","Omaha, NE","41.25865","-95.93719","Leslie Anne Eiland, MD"
"Gastroenterology","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","1/MO","Midwest GI Associates PC","Omaha, NE","41.25865","-95.93719","John Joseph Cannella, MD"
"General Surgery","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","2/MO","Methodist Phy Clinic General Surgery","Council Bluffs","41.25896","-95.85436","Patrick John Ahrens, MD"
"Neurological Surgery","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","1/MO","MD West One","Omaha, NE","41.25865","-95.93719","John Samuel Treves, MD"
"Neurology","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","1/MO","Methodist Phyicians Clinic Pulmonary/Neurology","Council Bluffs","41.25896","-95.85436","Michael Wei-Chih Chen, DO"
"Obstetrics & Gynecology","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","1/MO","Methodist Phy Clinic OB/GYN - Council Bluffs","Council Bluffs","41.25896","-95.85436","Norman E Ferrer, MD"
"Obstetrics & Gynecology","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","1/MO","Methodist Phy Clinic OB/GYN - Council Bluffs","Council Bluffs","41.25896","-95.85436","Tana Lea Perry, MD"
"Obstetrics & Gynecology","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","3+/WK","Atlantic Medical Center / Walk In Clinic","Atlantic","41.40401","-95.01443","Marcela Pineda, MD"
"Ophthalmology","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","2/MO","Midwest EyeCare","Omaha, NE","41.25865","-95.93719","Michael Robert Feilmeier, MD"
"Orthopaedic Surgery","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","2/WK","Miller Orthopedic Specialists","Council Bluffs","41.25896","-95.85436","Thomas M Atteberry, MD"
"Orthopaedic Surgery","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","2/MO","Miller Orthopedic Specialists","Council Bluffs","41.25896","-95.85436","Thomas Frederick Satterly, DO"
"Otolaryngology","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","2/MO","Wellendorf ENT","Carroll","42.06565","-94.86722","Tracey G Wellendorf, MD"
"Plastic Surgery","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","1/MO","Dr Douglas J Ramos","Omaha, NE","41.25865","-95.93719","Douglas J Ramos, MD"
"Pulmonary Disease","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","1/MO","Pulmonary Medicine Spec PC","Omaha, NE","41.25865","-95.93719","Gary A Koenig, MD"
"Pulmonary Disease","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","1/MO","Methodist Phyicians Clinic Pulmonary/Neurology","Council Bluffs","41.25896","-95.85436","Bryan James Krajicek, MD"
"Urology","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","3/MO","University of Nebraska Med Ctr","Omaha, NE","41.25865","-95.93719","Christopher John Corder, MD"
"Vascular Surgery","Red Oak","Montgomery County Memorial Hospital","41.01581","-95.23272","2/MO","Surgery Center of the Heartland","Omaha, NE","41.25865","-95.93719","David Laurence Vogel, MD"
"General Surgery","Rock Valley","Hegg Memorial Health Center","43.19997","-96.29801","1/WK","Sioux Center Health","Sioux Center","43.07597","-96.17547","Nicholas Jon Mouw, MD"
"General Surgery","Rock Valley","Hegg Memorial Health Center","43.19997","-96.29801","1/WK","Floyd Valley Healthcare","Le Mars","42.78818","-96.17375","Shahid Iqbal Naqvi, MD"
"Ophthalmology","Rock Valley","Hegg Memorial Health Center","43.19997","-96.29801","1/MO","Ophthalmology Ltd","Sioux Falls, SD","43.54731","-96.7313","Bryan J Hammer, MD"
"Orthopaedic Surgery","Rock Valley","Hegg Memorial Health Center","43.19997","-96.29801","2/MO","Avera Ortho - Sioux Falls","Sioux Falls, SD","43.54731","-96.7313","Patrick Mark O'Brien, MD"
"Orthopaedic Surgery","Rock Valley","Hegg Memorial Health Center","43.19997","-96.29801","2/MO","Orthopedic Institute","Sioux Falls, SD","43.54731","-96.7313","Corey Patrick Rothrock, MD"
"Otolaryngology","Rock Valley","Hegg Memorial Health Center","43.19997","-96.29801","1/MO","Korver Ear Nose & Throat","Orange City","43.00136","-96.05678","Kurtis D Korver, MD"
"Otolaryngology","Rock Valley","Hegg Memorial Health Center","43.19997","-96.29801","1/MO","Midwest ENT Associates","Sioux Falls, SD","43.54731","-96.7313","Kenneth Mark Scott, MD"
"Urology","Rock Valley","Hegg Memorial Health Center","43.19997","-96.29801","1/MO","Urology Specialists Chartered","Sioux Falls, SD","43.54731","-96.7313","Matthew Nolan Witte, MD"
"Cardiovascular Disease","Sac City","Loring Hospital","42.42209","-94.98948","2/MO","Iowa Heart Center - Fort Dodge","Fort Dodge","42.50117","-94.16939","Pallavi Satuluri, MD"
"General Surgery","Sac City","Loring Hospital","42.42209","-94.98948","2/MO","Buena Vista General Surgery","Storm Lake","42.64094","-95.20086","John Gary Armstrong, MD"
"General Surgery","Sac City","Loring Hospital","42.42209","-94.98948","2/MO","Buena Vista General Surgery","Storm Lake","42.64094","-95.20086","Jason Michael Dierking, MD"
"Orthopaedic Surgery","Sac City","Loring Hospital","42.42209","-94.98948","2/MO","CNOS, PC","Dakota Dunes, SD","42.50394","-96.49581","Benjamin Todd Bissell, MD"
"Orthopaedic Surgery","Sac City","Loring Hospital","42.42209","-94.98948","1/WK","CNOS, PC","Dakota Dunes, SD","42.50394","-96.49581","Steven J Meyer, MD"
"Urology","Sac City","Loring Hospital","42.42209","-94.98948","1/MO","Siouxland Urological Assoc","Dakota Dunes, SD","42.50394","-96.49581","Timothy G Kneib, MD"
"Cardiovascular Disease","Sheldon","Sanford Medical Center - Sheldon","43.18601","-95.845","2/MO","Sanford Cardiovascular Institute","Sioux Falls, SD","43.54731","-96.7313","Adam Tomasz Stys, MD"
"Pediatric Cardiology","Sheldon","Sanford Medical Center - Sheldon","43.18601","-95.845","1/MO","Sanford Children's Specialty Clinic","Sioux Falls, SD","43.54731","-96.7313","Nofil Irfan Arain, MD"
"Cardiovascular Disease","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","2/MO","University of Nebraska Med Ctr","Omaha, NE","41.25865","-95.93719","Haysam Akkad, MD"
"Cardiovascular Disease","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","1/MO","University of Nebraska Med Ctr","Omaha, NE","41.25865","-95.93719","Scott William Lundgren, DO"
"Cardiovascular Disease","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","2/MO","Methodist Phyisican Clinic Heart Care","Council Bluffs","41.25896","-95.85436","Gina Grace Mentzer, MD"
"Dermatology","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","1/MO","Advanced Dermatology","Maryville, MO","40.3461","-94.87295","Melody Stone, MD"
"Endocrinology Diabetes Metaboli","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","2/MO","University of Nebraska Med Ctr","Omaha, NE","41.25865","-95.93719","Sydney Lynn Blount, MD"
"Maternal & Fetal Medicine","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","1/MO","Nebraska Medical Center","Omaha, NE","41.25865","-95.93719","Teresa Grace Berg, MD"
"Medical Oncology","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","1/MO","Montgomery County Memorial Hospital","Red Oak","41.01581","-95.23272","Rolando Daniel Breier, MD"
"Nephrology","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","1/MO","Omaha Nephrology PC","Omaha, NE","41.25865","-95.93719","Audai Ibrahim Ma'ayah, MD"
"Nephrology","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","1/MO","Omaha Nephrology PC","Omaha, NE","41.25865","-95.93719","Felipe Sebastian Naranjo, MD"
"Neurological Surgery","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","1/MO","MD West One","Omaha, NE","41.25865","-95.93719","Keith Raman Lodhia, MD"
"Neurology","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","1/MO","Neurology Consultants of NE","Omaha, NE","41.25865","-95.93719","Scott Howard Goodman, MD"
"Orthopaedic Surgery","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","2/MO","MD West One","Omaha, NE","41.25865","-95.93719","Michael Anthony Del Core, MD"
"Orthopaedic Surgery","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","1/WK","MD West One","Omaha, NE","41.25865","-95.93719","Kathleen Marie Grier, MD"
"Orthopaedic Surgery","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","2/WK","MD West One","Omaha, NE","41.25865","-95.93719","James Keith Mantone, MD"
"Otolaryngology","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","2/MO","Broadlawns ENT Clinic","Des Moines","41.58882","-93.62031","Matthew Robert Brown, MD"
"Pulmonary Disease","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","2/MO","Pulmonary Medicine Spec PC","Omaha, NE","41.25865","-95.93719","Gary A Koenig, MD"
"Urology","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","2/MO","The Urology Center PC","Omaha, NE","41.25865","-95.93719","Anthony Daniel Oberle, MD"
"Vascular Surgery","Shenandoah","Shenandoah Medical Center","40.76599","-95.37385","2/MO","Surgery Center of the Heartland","Omaha, NE","41.25865","-95.93719","David Laurence Vogel, MD"
"Cardiovascular Disease","Sibley","Osceola Regional Health Center","43.404","-95.75121","1/MO","North Central Heart Institute","Sioux Falls, SD","43.54731","-96.7313","Michael D Hibbard, MD"
"Cardiovascular Disease","Sibley","Osceola Regional Health Center","43.404","-95.75121","1/MO","North Central Heart Institute","Sioux Falls, SD","43.54731","-96.7313","Jeremy Wade Scott, MD"
"Cardiovascular Disease","Sibley","Osceola Regional Health Center","43.404","-95.75121","1/MO","North Central Heart Institute","Sioux Falls, SD","43.54731","-96.7313","Bruce A Watt, MD"
"General Surgery","Sibley","Osceola Regional Health Center","43.404","-95.75121","1/WK","Northwest Iowa Surgeons","Spencer","43.14137","-95.1447","Jeffre Duane Helmink, MD"
"General Surgery","Sibley","Osceola Regional Health Center","43.404","-95.75121","1/MO","Northwest Iowa Surgeons","Spencer","43.14137","-95.1447","Jason Robert Keonin, MD"
"General Surgery","Sibley","Osceola Regional Health Center","43.404","-95.75121","2/MO","Avera Medical Group - Worthington","Worthington, MN","43.6188","-95.59553","Connie Lynn Morrison, MD"
"General Surgery","Sibley","Osceola Regional Health Center","43.404","-95.75121","1/MO","Northwest Iowa Surgeons","Spencer","43.14137","-95.1447","Jaren Heath Ricker, MD"
"General Surgery","Sibley","Osceola Regional Health Center","43.404","-95.75121","1/WK","Northwest Iowa Surgeons","Spencer","43.14137","-95.1447","Patrick James Slattery, MD"
"Orthopaedic Surgery","Sibley","Osceola Regional Health Center","43.404","-95.75121","1/MO","Avera Ortho - Sioux Falls","Sioux Falls, SD","43.54731","-96.7313","Bryce Jahnothan Braaksma, DO"
"Orthopaedic Surgery","Sibley","Osceola Regional Health Center","43.404","-95.75121","1/MO","NW IA Bone, Joint & Sports - Spencer","Spencer","43.14137","-95.1447","Christopher James Rierson, DO"
"Urology","Sibley","Osceola Regional Health Center","43.404","-95.75121","1/MO","Urology Specialists","Sioux Falls, SD","43.54731","-96.7313","Brian D Lindaman, MD"
"Orthopaedic Surgery","Sigourney","Keokuk County Health Center","41.33371","-92.20511","1/MO","PRHC Medical Clinic/Urgent Care - Pella","Pella","41.40811","-92.91644","Nathan Allan Nicholson, MD"
